order_id,date,customer_id,product,category,region,city,quantity,unit_price,discount_pct,revenue
ORD10273,2023-01-17,C1736,Nuts,Food,South,Hyderabad,3,500.0,5,1425.0
ORD10351,2023-01-17,C1102,Python,Books,East,Faisalabad,6,999.0,10,5395.0
ORD10573,2023-01-17,C1070,BP Monitor,Healthcare,South,Hyderabad,1,1123.0,0,1123.0
ORD10161,2023-01-18,C1339,Jeans,Clothing,South,Hyderabad,1,2191.0,5,2081.0
ORD10374,2023-01-19,C1788,Jacket,Clothing,North,Islamabad,2,4069.0,0,8138.0
ORD10570,2023-01-21,C1016,Thermometer,Healthcare,East,Faisalabad,4,1832.0,0,7328.0
ORD10513,2023-01-21,C1465,History,Books,North,Rawalpindi,7,1108.0,10,6980.0
ORD10179,2023-01-21,C1794,Charger,Electronics,West,Quetta,3,16002.0,0,48006.0
ORD10441,2023-01-22,C1828,Analytics,Books,North,Islamabad,5,884.0,10,3978.0
ORD10477,2023-01-22,C1288,Honey,Food,East,Lahore,3,419.0,0,1257.0
ORD10289,2023-01-22,C1834,Phone,Electronics,North,Rawalpindi,1,33986.0,0,33986.0
ORD10211,2023-01-24,C1860,Phone,Electronics,East,Faisalabad,6,18360.0,0,110160.0
ORD10262,2023-01-24,C1364,Vitamins,Healthcare,South,Karachi,7,1134.0,5,7541.0
ORD10426,2023-01-25,C1075,Coffee,Food,North,Rawalpindi,1,516.0,10,464.0
ORD10481,2023-01-25,C1993,Coffee,Food,East,Faisalabad,6,453.0,10,2446.0
ORD10575,2023-01-25,C1188,Laptop,Electronics,East,Lahore,5,28813.0,0,144065.0
ORD10245,2023-01-26,C1284,Shirt,Clothing,South,Karachi,1,3707.0,10,3336.0
ORD10399,2023-01-26,C1662,Vitamins,Healthcare,West,Peshawar,1,1515.0,0,1515.0
ORD10297,2023-01-27,C1245,Analytics,Books,West,Peshawar,3,738.0,15,1882.0
ORD10362,2023-01-27,C1140,History,Books,West,Peshawar,3,784.0,10,2117.0
ORD10434,2023-01-27,C1844,Shirt,Clothing,South,Hyderabad,1,3221.0,10,2899.0
ORD10059,2023-01-27,C1288,Protein Bar,Food,East,Lahore,6,410.0,5,2337.0
ORD10095,2023-01-28,C1995,Phone,Electronics,East,Faisalabad,1,22298.0,20,17838.0
ORD10113,2023-01-28,C1793,Gloves,Healthcare,West,Quetta,4,2074.0,0,8296.0
ORD10328,2023-01-28,C1435,History,Books,East,Faisalabad,5,766.0,0,3830.0
ORD10517,2023-01-28,C1767,Shoes,Clothing,North,Islamabad,5,2358.0,0,11790.0
ORD10039,2023-01-30,C1397,Analytics,Books,East,Faisalabad,1,559.0,15,475.0
ORD10422,2023-01-30,C1331,Tea,Food,North,Islamabad,6,324.0,20,1555.0
ORD10487,2023-02-01,C1582,Analytics,Books,South,Hyderabad,6,1026.0,0,6156.0
ORD10301,2023-02-01,C1161,Gloves,Healthcare,North,Islamabad,6,1379.0,0,8274.0
ORD10229,2023-02-01,C1576,Protein Bar,Food,North,Islamabad,3,344.0,15,877.0
ORD10526,2023-02-02,C1868,History,Books,East,Faisalabad,6,1104.0,0,6624.0
ORD10505,2023-02-03,C1637,Vitamins,Healthcare,South,Hyderabad,1,1040.0,0,1040.0
ORD10071,2023-02-04,C1454,Analytics,Books,North,Islamabad,5,919.0,0,4595.0
ORD10359,2023-02-05,C1215,Phone,Electronics,North,Rawalpindi,4,33851.0,10,121864.0
ORD10007,2023-02-05,C1312,Jacket,Clothing,East,Faisalabad,4,3798.0,10,13673.0
ORD10298,2023-02-05,C1173,Nuts,Food,North,Rawalpindi,7,390.0,0,2730.0
ORD10275,2023-02-06,C1956,Analytics,Books,East,Lahore,7,654.0,0,4578.0
ORD10162,2023-02-06,C1343,Charger,Electronics,East,Lahore,2,30070.0,15,51119.0
ORD10303,2023-02-06,C1618,Tea,Food,North,Rawalpindi,1,518.0,0,518.0
ORD10413,2023-02-06,C1556,Biology,Books,West,Quetta,6,1036.0,0,6216.0
ORD10130,2023-02-07,C1779,Vitamins,Healthcare,North,Rawalpindi,3,1684.0,20,4042.0
ORD10317,2023-02-07,C1476,Protein Bar,Food,East,Lahore,5,478.0,5,2270.0
ORD10343,2023-02-08,C1759,Tablet,Electronics,North,Rawalpindi,6,23926.0,0,143556.0
ORD10205,2023-02-08,C1095,History,Books,East,Lahore,7,1120.0,5,7448.0
ORD10197,2023-02-08,C1480,Honey,Food,West,Peshawar,6,485.0,10,2619.0
ORD10452,2023-02-10,C1187,Nuts,Food,West,Quetta,5,435.0,20,1740.0
ORD10429,2023-02-10,C1665,Tablet,Electronics,West,Quetta,1,24553.0,15,20870.0
ORD10110,2023-02-11,C1649,History,Books,South,Hyderabad,1,949.0,0,949.0
ORD10465,2023-02-12,C1746,Jeans,Clothing,South,Hyderabad,1,3282.0,5,3118.0
ORD10364,2023-02-12,C1282,Honey,Food,South,Hyderabad,2,523.0,0,1046.0
ORD10331,2023-02-13,C1071,Honey,Food,South,Hyderabad,4,433.0,10,1559.0
ORD10529,2023-02-13,C1456,Thermometer,Healthcare,East,Faisalabad,2,1540.0,5,2926.0
ORD10170,2023-02-14,C1384,Phone,Electronics,East,Faisalabad,3,32922.0,0,98766.0
ORD10112,2023-02-15,C1963,Nuts,Food,East,Lahore,1,253.0,10,228.0
ORD10145,2023-02-15,C1890,Headphones,Electronics,East,Faisalabad,5,29772.0,0,148860.0
ORD10540,2023-02-16,C1400,Jacket,Clothing,North,Rawalpindi,2,4033.0,5,7663.0
ORD10278,2023-02-16,C1149,Jeans,Clothing,North,Islamabad,3,3121.0,10,8427.0
ORD10551,2023-02-17,C1706,Python,Books,North,Islamabad,2,627.0,20,1003.0
ORD10085,2023-02-17,C1119,Tea,Food,North,Islamabad,4,369.0,0,1476.0
ORD10432,2023-02-18,C1097,Honey,Food,North,Rawalpindi,5,462.0,10,2079.0
ORD10599,2023-02-18,C1026,Vitamins,Healthcare,West,Peshawar,6,1496.0,0,8976.0
ORD10589,2023-02-18,C1114,Shoes,Clothing,West,Quetta,4,4006.0,0,16024.0
ORD10247,2023-02-19,C1040,Biology,Books,North,Rawalpindi,5,721.0,5,3425.0
ORD10021,2023-02-21,C1584,Tea,Food,West,Peshawar,6,378.0,5,2155.0
ORD10069,2023-02-21,C1376,Analytics,Books,East,Faisalabad,7,979.0,0,6853.0
ORD10594,2023-02-21,C1173,Nuts,Food,South,Hyderabad,3,547.0,5,1559.0
ORD10029,2023-02-21,C1554,Python,Books,North,Rawalpindi,7,627.0,0,4389.0
ORD10107,2023-02-21,C1598,Phone,Electronics,North,Rawalpindi,7,23964.0,0,167748.0
ORD10146,2023-02-22,C1794,Tablet,Electronics,North,Islamabad,6,28862.0,0,173172.0
ORD10557,2023-02-22,C1731,Coffee,Food,South,Karachi,4,371.0,0,1484.0
ORD10175,2023-02-23,C1163,Phone,Electronics,North,Islamabad,7,24641.0,20,137990.0
ORD10372,2023-02-23,C1190,Jacket,Clothing,West,Quetta,4,2607.0,20,8342.0
ORD10584,2023-02-23,C1610,Nuts,Food,West,Quetta,5,479.0,0,2395.0
ORD10138,2023-02-24,C1020,Mask,Healthcare,West,Quetta,2,957.0,0,1914.0
ORD10373,2023-02-25,C1978,Laptop,Electronics,South,Karachi,6,21478.0,0,128868.0
ORD10016,2023-02-25,C1166,Analytics,Books,West,Quetta,7,926.0,0,6482.0
ORD10182,2023-02-25,C1153,Jacket,Clothing,West,Peshawar,4,3317.0,0,13268.0
ORD10239,2023-02-25,C1852,Charger,Electronics,East,Faisalabad,4,15531.0,10,55912.0
ORD10536,2023-02-26,C1468,Charger,Electronics,East,Faisalabad,7,30534.0,0,213738.0
ORD10423,2023-02-26,C1376,Shirt,Clothing,North,Islamabad,5,2995.0,5,14226.0
ORD10305,2023-02-28,C1749,Vitamins,Healthcare,West,Peshawar,4,1794.0,10,6458.0
ORD10168,2023-02-28,C1524,Vitamins,Healthcare,North,Islamabad,4,1922.0,5,7304.0
ORD10470,2023-03-02,C1854,Biology,Books,West,Peshawar,2,769.0,0,1538.0
ORD10531,2023-03-03,C1589,Protein Bar,Food,North,Rawalpindi,2,456.0,0,912.0
ORD10063,2023-03-03,C1171,Tea,Food,South,Hyderabad,5,270.0,5,1282.0
ORD10492,2023-03-04,C1073,Gloves,Healthcare,South,Karachi,3,1671.0,20,4010.0
ORD10341,2023-03-05,C1505,Fiction,Books,South,Karachi,3,830.0,5,2366.0
ORD10082,2023-03-05,C1376,Cap,Clothing,South,Hyderabad,3,2020.0,0,6060.0
ORD10541,2023-03-05,C1613,Tea,Food,East,Faisalabad,5,469.0,15,1993.0
ORD10549,2023-03-05,C1314,Jeans,Clothing,South,Karachi,6,2938.0,5,16747.0
ORD10583,2023-03-05,C1701,Phone,Electronics,North,Islamabad,1,16907.0,0,16907.0
ORD10290,2023-03-06,C1921,Headphones,Electronics,East,Lahore,6,31240.0,0,187440.0
ORD10433,2023-03-06,C1987,Jacket,Clothing,North,Rawalpindi,1,1913.0,10,1722.0
ORD10553,2023-03-06,C1460,Nuts,Food,West,Peshawar,4,480.0,20,1536.0
ORD10100,2023-03-08,C1632,Mask,Healthcare,West,Peshawar,3,1989.0,0,5967.0
ORD10552,2023-03-09,C1235,History,Books,West,Peshawar,3,887.0,0,2661.0
ORD10171,2023-03-09,C1245,Shirt,Clothing,West,Quetta,2,2793.0,0,5586.0
ORD10120,2023-03-10,C1449,Phone,Electronics,East,Faisalabad,7,16696.0,0,116872.0
ORD10308,2023-03-10,C1007,Shoes,Clothing,South,Hyderabad,6,3709.0,20,17803.0
ORD10445,2023-03-11,C1641,Gloves,Healthcare,East,Faisalabad,5,1689.0,10,7600.0
ORD10006,2023-03-11,C1330,Coffee,Food,North,Islamabad,6,282.0,0,1692.0
ORD10450,2023-03-12,C1381,Shirt,Clothing,West,Peshawar,3,2696.0,15,6875.0
ORD10523,2023-03-13,C1093,Shirt,Clothing,South,Karachi,4,1802.0,0,7208.0
ORD10255,2023-03-14,C1094,Coffee,Food,South,Hyderabad,2,332.0,20,531.0
ORD10555,2023-03-14,C1151,Analytics,Books,West,Quetta,5,797.0,5,3786.0
ORD10318,2023-03-15,C1058,Tablet,Electronics,North,Rawalpindi,3,32761.0,10,88455.0
ORD10378,2023-03-15,C1506,Laptop,Electronics,South,Karachi,4,28601.0,0,114404.0
ORD10279,2023-03-17,C1448,Tablet,Electronics,South,Karachi,6,29960.0,10,161784.0
ORD10302,2023-03-18,C1248,History,Books,South,Hyderabad,2,1067.0,15,1814.0
ORD10214,2023-03-18,C1759,Jeans,Clothing,South,Karachi,5,3604.0,0,18020.0
ORD10320,2023-03-19,C1380,Coffee,Food,West,Peshawar,3,269.0,0,807.0
ORD10236,2023-03-20,C1532,Thermometer,Healthcare,West,Peshawar,7,1575.0,10,9922.0
ORD10224,2023-03-20,C1104,Vitamins,Healthcare,South,Hyderabad,1,1019.0,0,1019.0
ORD10248,2023-03-20,C1492,Mask,Healthcare,West,Quetta,7,1068.0,0,7476.0
ORD10563,2023-03-22,C1195,Phone,Electronics,South,Hyderabad,2,18399.0,20,29438.0
ORD10507,2023-03-23,C1988,Protein Bar,Food,South,Hyderabad,6,264.0,10,1426.0
ORD10286,2023-03-24,C1770,Fiction,Books,West,Peshawar,5,988.0,10,4446.0
ORD10336,2023-03-26,C1156,Jacket,Clothing,South,Hyderabad,2,3974.0,5,7551.0
ORD10150,2023-03-26,C1619,Laptop,Electronics,North,Rawalpindi,2,32478.0,0,64956.0
ORD10057,2023-03-27,C1296,Jacket,Clothing,South,Hyderabad,3,2711.0,5,7726.0
ORD10306,2023-03-28,C1505,Python,Books,South,Karachi,7,802.0,5,5333.0
ORD10295,2023-03-28,C1188,Nuts,Food,North,Islamabad,3,479.0,0,1437.0
ORD10053,2023-03-29,C1979,Tablet,Electronics,West,Quetta,1,31871.0,15,27090.0
ORD10488,2023-03-29,C1485,Python,Books,West,Quetta,3,910.0,0,2730.0
ORD10463,2023-03-30,C1499,Protein Bar,Food,North,Rawalpindi,3,334.0,5,952.0
ORD10324,2023-03-31,C1952,Python,Books,South,Karachi,6,1019.0,0,6114.0
ORD10316,2023-03-31,C1340,Mask,Healthcare,South,Hyderabad,6,1177.0,0,7062.0
ORD10196,2023-03-31,C1316,Thermometer,Healthcare,West,Peshawar,6,1995.0,15,10174.0
ORD10352,2023-03-31,C1575,Protein Bar,Food,East,Faisalabad,5,254.0,0,1270.0
ORD10077,2023-03-31,C1057,Charger,Electronics,East,Faisalabad,6,19771.0,10,106763.0
ORD10089,2023-03-31,C1787,Mask,Healthcare,East,Faisalabad,5,1683.0,0,8415.0
ORD10554,2023-04-01,C1824,Shoes,Clothing,East,Faisalabad,6,3928.0,0,23568.0
ORD10462,2023-04-02,C1046,Tablet,Electronics,East,Lahore,6,25551.0,0,153306.0
ORD10311,2023-04-02,C1770,History,Books,South,Hyderabad,7,1045.0,0,7315.0
ORD10043,2023-04-02,C1796,Thermometer,Healthcare,West,Quetta,1,1031.0,10,928.0
ORD10522,2023-04-02,C1119,Protein Bar,Food,North,Islamabad,4,278.0,0,1112.0
ORD10176,2023-04-03,C1157,Jacket,Clothing,West,Peshawar,2,1872.0,0,3744.0
ORD10300,2023-04-03,C1513,Python,Books,East,Lahore,1,566.0,15,481.0
ORD10497,2023-04-04,C1706,Jacket,Clothing,South,Hyderabad,4,2236.0,5,8497.0
ORD10578,2023-04-04,C1026,Tablet,Electronics,East,Faisalabad,6,24830.0,0,148980.0
ORD10459,2023-04-04,C1631,Protein Bar,Food,North,Rawalpindi,7,529.0,10,3333.0
ORD10117,2023-04-06,C1677,Shirt,Clothing,East,Lahore,7,1811.0,5,12043.0
ORD10136,2023-04-06,C1914,Thermometer,Healthcare,South,Hyderabad,4,1287.0,0,5148.0
ORD10408,2023-04-06,C1244,Python,Books,North,Islamabad,5,881.0,0,4405.0
ORD10034,2023-04-06,C1031,Tea,Food,East,Faisalabad,3,540.0,0,1620.0
ORD10409,2023-04-07,C1966,Shoes,Clothing,East,Faisalabad,6,2709.0,5,15441.0
ORD10226,2023-04-07,C1801,Shirt,Clothing,East,Lahore,3,3265.0,0,9795.0
ORD10449,2023-04-07,C1368,Shoes,Clothing,South,Hyderabad,7,3536.0,5,23514.0
ORD10129,2023-04-08,C1787,Gloves,Healthcare,West,Quetta,5,1878.0,15,7982.0
ORD10026,2023-04-08,C1849,Tablet,Electronics,East,Lahore,6,21631.0,5,123297.0
ORD10091,2023-04-09,C1799,Biology,Books,West,Peshawar,7,802.0,5,5333.0
ORD10569,2023-04-11,C1721,Tea,Food,South,Karachi,7,271.0,0,1897.0
ORD10045,2023-04-11,C1453,Vitamins,Healthcare,South,Hyderabad,3,1682.0,15,4289.0
ORD10591,2023-04-11,C1804,Protein Bar,Food,East,Lahore,2,396.0,0,792.0
ORD10185,2023-04-12,C1991,Protein Bar,Food,North,Rawalpindi,4,526.0,10,1894.0
ORD10028,2023-04-13,C1938,Shirt,Clothing,East,Faisalabad,1,3383.0,10,3045.0
ORD10191,2023-04-13,C1674,Analytics,Books,North,Rawalpindi,2,569.0,0,1138.0
ORD10048,2023-04-14,C1540,Honey,Food,East,Lahore,2,289.0,0,578.0
ORD10109,2023-04-14,C1963,Fiction,Books,South,Hyderabad,6,1058.0,10,5713.0
ORD10464,2023-04-15,C1238,Headphones,Electronics,West,Quetta,3,28855.0,0,86565.0
ORD10485,2023-04-15,C1398,Headphones,Electronics,East,Lahore,4,27286.0,0,109144.0
ORD10219,2023-04-16,C1418,Tablet,Electronics,North,Rawalpindi,5,24724.0,0,123620.0
ORD10141,2023-04-17,C1254,Protein Bar,Food,East,Lahore,2,487.0,15,828.0
ORD10276,2023-04-17,C1727,Tea,Food,South,Karachi,3,409.0,15,1043.0
ORD10131,2023-04-18,C1041,Gloves,Healthcare,South,Karachi,1,2052.0,0,2052.0
ORD10326,2023-04-18,C1339,Thermometer,Healthcare,East,Faisalabad,1,1583.0,0,1583.0
ORD10315,2023-04-19,C1215,Biology,Books,South,Hyderabad,7,957.0,15,5694.0
ORD10023,2023-04-20,C1925,Shoes,Clothing,North,Rawalpindi,1,3210.0,0,3210.0
ORD10503,2023-04-20,C1799,Vitamins,Healthcare,East,Lahore,6,2089.0,0,12534.0
ORD10186,2023-04-21,C1734,Mask,Healthcare,West,Quetta,2,2037.0,0,4074.0
ORD10027,2023-04-21,C1554,BP Monitor,Healthcare,North,Islamabad,6,1975.0,0,11850.0
ORD10235,2023-04-22,C1166,BP Monitor,Healthcare,South,Hyderabad,3,1354.0,0,4062.0
ORD10086,2023-04-22,C1400,Tea,Food,West,Peshawar,1,377.0,5,358.0
ORD10020,2023-04-22,C1463,Tablet,Electronics,East,Lahore,6,26584.0,0,159504.0
ORD10189,2023-04-22,C1019,Charger,Electronics,North,Islamabad,5,28110.0,5,133522.0
ORD10495,2023-04-23,C1136,Shoes,Clothing,South,Karachi,2,3578.0,10,6440.0
ORD10209,2023-04-23,C1533,Coffee,Food,North,Rawalpindi,7,271.0,0,1897.0
ORD10574,2023-04-24,C1943,Tea,Food,West,Quetta,4,554.0,20,1773.0
ORD10388,2023-04-25,C1733,Tablet,Electronics,West,Quetta,7,30479.0,10,192018.0
ORD10344,2023-04-26,C1891,Protein Bar,Food,North,Islamabad,7,297.0,5,1975.0
ORD10461,2023-04-26,C1507,Vitamins,Healthcare,West,Peshawar,3,915.0,5,2608.0
ORD10520,2023-04-26,C1834,Protein Bar,Food,East,Faisalabad,2,273.0,0,546.0
ORD10397,2023-04-26,C1263,Charger,Electronics,East,Faisalabad,2,31365.0,5,59594.0
ORD10502,2023-04-26,C1505,Fiction,Books,East,Lahore,5,526.0,15,2236.0
ORD10206,2023-04-27,C1209,History,Books,North,Rawalpindi,3,775.0,0,2325.0
ORD10442,2023-04-28,C1059,Nuts,Food,West,Quetta,4,463.0,20,1482.0
ORD10537,2023-04-29,C1247,Nuts,Food,East,Lahore,3,290.0,0,870.0
ORD10327,2023-04-30,C1693,BP Monitor,Healthcare,East,Lahore,5,1648.0,0,8240.0
ORD10493,2023-05-02,C1503,Jeans,Clothing,North,Rawalpindi,1,3865.0,0,3865.0
ORD10347,2023-05-04,C1549,Nuts,Food,West,Peshawar,1,297.0,15,252.0
ORD10188,2023-05-05,C1258,Jacket,Clothing,North,Rawalpindi,3,2780.0,0,8340.0
ORD10184,2023-05-06,C1986,Tablet,Electronics,East,Faisalabad,4,18545.0,5,70471.0
ORD10288,2023-05-06,C1215,Nuts,Food,East,Faisalabad,4,418.0,0,1672.0
ORD10225,2023-05-06,C1360,Mask,Healthcare,North,Islamabad,1,1932.0,0,1932.0
ORD10017,2023-05-06,C1118,Jeans,Clothing,South,Hyderabad,5,2668.0,0,13340.0
ORD10264,2023-05-07,C1407,Fiction,Books,East,Faisalabad,1,538.0,0,538.0
ORD10272,2023-05-07,C1929,Charger,Electronics,West,Quetta,3,28251.0,5,80515.0
ORD10127,2023-05-07,C1874,Analytics,Books,South,Hyderabad,2,686.0,0,1372.0
ORD10337,2023-05-08,C1250,Biology,Books,West,Peshawar,7,623.0,0,4361.0
ORD10474,2023-05-09,C1528,Coffee,Food,West,Quetta,1,524.0,10,472.0
ORD10469,2023-05-09,C1003,Coffee,Food,North,Islamabad,6,265.0,0,1590.0
ORD10385,2023-05-09,C1279,Charger,Electronics,North,Rawalpindi,2,20478.0,0,40956.0
ORD10387,2023-05-09,C1928,Headphones,Electronics,North,Islamabad,2,30133.0,20,48213.0
ORD10123,2023-05-09,C1201,Coffee,Food,South,Karachi,1,357.0,0,357.0
ORD10280,2023-05-12,C1343,Gloves,Healthcare,South,Karachi,3,1112.0,0,3336.0
ORD10221,2023-05-13,C1001,Vitamins,Healthcare,South,Karachi,4,1712.0,0,6848.0
ORD10281,2023-05-14,C1130,Shoes,Clothing,North,Rawalpindi,6,2553.0,0,15318.0
ORD10532,2023-05-14,C1577,Shoes,Clothing,South,Hyderabad,4,3473.0,5,13197.0
ORD10587,2023-05-14,C1099,Python,Books,South,Karachi,4,552.0,5,2098.0
ORD10282,2023-05-15,C1059,Tablet,Electronics,East,Lahore,7,19720.0,10,124236.0
ORD10479,2023-05-18,C1198,Vitamins,Healthcare,South,Karachi,4,1151.0,10,4144.0
ORD10475,2023-05-18,C1860,BP Monitor,Healthcare,West,Peshawar,2,1493.0,0,2986.0
ORD10565,2023-05-18,C1711,Biology,Books,North,Islamabad,7,673.0,0,4711.0
ORD10420,2023-05-21,C1147,Fiction,Books,West,Peshawar,3,596.0,0,1788.0
ORD10386,2023-05-21,C1326,Shirt,Clothing,West,Peshawar,3,2614.0,0,7842.0
ORD10008,2023-05-22,C1636,Fiction,Books,South,Hyderabad,6,665.0,5,3790.0
ORD10125,2023-05-22,C1235,Honey,Food,West,Quetta,4,331.0,15,1125.0
ORD10243,2023-05-23,C1810,Charger,Electronics,East,Faisalabad,7,22489.0,0,157423.0
ORD10561,2023-05-23,C1874,Cap,Clothing,North,Islamabad,4,3112.0,15,10581.0
ORD10335,2023-05-25,C1641,Laptop,Electronics,West,Quetta,2,27533.0,0,55066.0
ORD10314,2023-05-25,C1359,Honey,Food,West,Peshawar,6,542.0,0,3252.0
ORD10254,2023-05-25,C1172,Charger,Electronics,West,Quetta,5,23900.0,0,119500.0
ORD10435,2023-05-25,C1189,Jacket,Clothing,North,Islamabad,5,4179.0,0,20895.0
ORD10466,2023-05-25,C1458,Jacket,Clothing,East,Faisalabad,3,1899.0,0,5697.0
ORD10447,2023-05-26,C1592,Cap,Clothing,East,Faisalabad,7,3430.0,0,24010.0
ORD10194,2023-05-27,C1362,Thermometer,Healthcare,East,Lahore,4,1950.0,5,7410.0
ORD10167,2023-05-27,C1542,Jeans,Clothing,East,Lahore,1,3830.0,5,3638.0
ORD10571,2023-05-29,C1639,Jacket,Clothing,North,Islamabad,7,1953.0,10,12304.0
ORD10033,2023-05-30,C1373,Tea,Food,East,Lahore,3,487.0,5,1388.0
ORD10135,2023-05-30,C1431,Tea,Food,North,Islamabad,4,397.0,0,1588.0
ORD10005,2023-05-30,C1325,Tablet,Electronics,North,Rawalpindi,5,29895.0,20,119580.0
ORD10310,2023-05-31,C1516,Charger,Electronics,North,Islamabad,5,32511.0,0,162555.0
ORD10392,2023-06-01,C1462,Shirt,Clothing,West,Peshawar,7,1902.0,0,13314.0
ORD10595,2023-06-01,C1533,History,Books,East,Faisalabad,5,1005.0,0,5025.0
ORD10022,2023-06-01,C1188,Headphones,Electronics,East,Lahore,6,15832.0,0,94992.0
ORD10249,2023-06-01,C1974,Shirt,Clothing,North,Rawalpindi,7,2772.0,10,17464.0
ORD10134,2023-06-02,C1414,Coffee,Food,South,Karachi,2,241.0,0,482.0
ORD10430,2023-06-02,C1264,Nuts,Food,West,Peshawar,6,357.0,5,2035.0
ORD10066,2023-06-02,C1730,Analytics,Books,South,Hyderabad,6,976.0,5,5563.0
ORD10323,2023-06-03,C1796,Biology,Books,South,Hyderabad,3,779.0,0,2337.0
ORD10152,2023-06-03,C1035,Shoes,Clothing,East,Faisalabad,2,3035.0,0,6070.0
ORD10265,2023-06-04,C1182,Thermometer,Healthcare,West,Quetta,3,1825.0,5,5201.0
ORD10204,2023-06-04,C1295,Fiction,Books,East,Lahore,2,833.0,5,1583.0
ORD10424,2023-06-06,C1832,Cap,Clothing,South,Karachi,6,3455.0,15,17620.0
ORD10292,2023-06-06,C1775,Cap,Clothing,East,Lahore,1,2838.0,0,2838.0
ORD10527,2023-06-06,C1997,Biology,Books,South,Karachi,3,1076.0,0,3228.0
ORD10518,2023-06-07,C1536,Python,Books,East,Lahore,2,1002.0,0,2004.0
ORD10241,2023-06-08,C1774,Honey,Food,South,Hyderabad,4,327.0,0,1308.0
ORD10512,2023-06-08,C1674,BP Monitor,Healthcare,West,Quetta,2,2008.0,0,4016.0
ORD10353,2023-06-09,C1201,Vitamins,Healthcare,South,Karachi,2,1889.0,15,3211.0
ORD10501,2023-06-09,C1652,Fiction,Books,West,Quetta,5,911.0,5,4327.0
ORD10268,2023-06-09,C1512,Mask,Healthcare,North,Rawalpindi,7,2094.0,0,14658.0
ORD10025,2023-06-11,C1937,Mask,Healthcare,West,Peshawar,1,1484.0,0,1484.0
ORD10083,2023-06-12,C1145,Protein Bar,Food,South,Hyderabad,6,444.0,5,2531.0
ORD10346,2023-06-12,C1451,Laptop,Electronics,East,Faisalabad,2,23857.0,0,47714.0
ORD10405,2023-06-12,C1094,Tablet,Electronics,North,Islamabad,5,21780.0,5,103455.0
ORD10133,2023-06-13,C1207,Charger,Electronics,North,Rawalpindi,3,16211.0,5,46201.0
ORD10019,2023-06-13,C1902,Python,Books,East,Faisalabad,4,654.0,0,2616.0
ORD10216,2023-06-13,C1952,Tea,Food,West,Quetta,2,366.0,15,622.0
ORD10119,2023-06-13,C1396,Protein Bar,Food,South,Hyderabad,6,336.0,5,1915.0
ORD10547,2023-06-13,C1698,Headphones,Electronics,West,Peshawar,3,32786.0,10,88522.0
ORD10361,2023-06-14,C1088,Tea,Food,South,Karachi,5,556.0,0,2780.0
ORD10313,2023-06-15,C1348,Cap,Clothing,East,Lahore,4,2989.0,0,11956.0
