date,country,new_cases
2020-10-24,India,50129
2020-10-25,India,45148
2020-10-26,India,36470
2020-10-27,India,43893
2020-10-28,India,49881
2020-10-29,India,48648
2020-10-30,India,48268
2020-10-31,India,46963
2020-11-01,India,45231
2020-11-02,India,38310
2020-11-03,India,46253
2020-11-04,India,50210
2020-11-05,India,47638
2020-11-06,India,50356
2020-11-07,India,45674
2020-11-08,India,45903
2020-11-09,India,38073
2020-11-10,India,44281
2020-11-11,India,47905
2020-11-12,India,44879
2020-11-13,India,44684
2020-11-14,India,41100
2020-11-15,India,30548
2020-11-16,India,29163
2020-11-17,India,38617
2020-11-18,India,45576
2020-11-19,India,45882
2020-11-20,India,46232
2020-11-21,India,45209
2020-11-22,India,44059
2020-11-23,India,37975
2020-11-24,India,44376
2020-11-25,India,44489
2020-11-26,India,43082
2020-11-27,India,41322
2020-11-28,India,41810
2020-11-29,India,38772
2020-11-30,India,31118
2020-12-01,India,36604
2020-12-02,India,35551
2020-12-03,India,36595
2020-12-04,India,36652
2020-12-05,India,36011
2020-12-06,India,32981
2020-12-07,India,26567
2020-12-08,India,32080
2020-12-09,India,31521
2020-12-10,India,29373
2020-12-11,India,30031
2020-12-12,India,30254
2020-12-13,India,27071
2020-12-14,India,22065
2020-12-15,India,26382
2020-12-16,India,24010
2020-12-17,India,22890
2020-12-18,India,25152
2020-12-19,India,26624
2020-12-20,India,24337
2020-12-21,India,19556
2020-12-22,India,23950
2020-12-23,India,24712
2020-12-24,India,23067
2020-12-25,India,22273
2020-12-26,India,18732
2020-12-27,India,20021
2020-12-28,India,16432
2020-12-29,India,20549
2020-12-30,India,21822
2020-12-31,India,20035
2021-01-01,India,19079
2021-01-02,India,18177
2021-01-03,India,16504
2021-01-04,India,16375
2021-01-05,India,18088
2021-01-06,India,20346
2021-01-07,India,18139
2021-01-08,India,0
2021-01-09,India,36867
2021-01-10,India,16311
2021-01-11,India,12584
2021-01-12,India,15968
2021-01-13,India,16946
2021-01-14,India,15590
2021-01-15,India,15158
2021-01-16,India,15144
2021-01-17,India,13788
2021-01-18,India,10050
2021-01-19,India,13816
2021-01-20,India,15244
2021-01-21,India,14545
2021-01-22,India,14256
2021-01-23,India,14849
2021-01-24,India,13203
2021-01-25,India,9102
2021-01-26,India,12689
2021-01-27,India,11666
2021-01-28,India,18855
2021-01-29,India,13082
2021-01-30,India,13044
2021-01-31,India,11436
2021-02-01,India,8635
2021-02-02,India,11039
2021-02-03,India,12899
2021-02-04,India,12408
2021-02-05,India,11713
2021-02-06,India,12059
2021-02-07,India,11831
2021-02-08,India,9110
2021-02-09,India,11067
2021-02-10,India,12923
2021-02-11,India,9309
2021-02-12,India,12143
2021-02-13,India,12194
2021-02-14,India,11649
2021-02-15,India,9121
2021-02-16,India,11610
2021-02-17,India,12881
2021-02-18,India,13193
2021-02-19,India,13993
2021-02-20,India,14264
2021-02-21,India,14199
2021-02-22,India,10584
2021-02-23,India,13742
2021-02-24,India,16738
2021-02-25,India,16577
2021-02-26,India,16488
2021-02-27,India,16752
2021-02-28,India,15510
2021-03-01,India,12286
2021-03-02,India,14989
2021-03-03,India,17407
2021-03-04,India,16838
2021-03-05,India,18284
2021-03-06,India,18754
2021-03-07,India,18599
2021-03-08,India,15388
2021-03-09,India,17921
2021-03-10,India,22854
2021-03-11,India,23285
2021-03-12,India,24882
2021-03-13,India,25320
2021-03-14,India,26291
2021-03-15,India,24492
2021-03-16,India,28903
2021-03-17,India,35871
2021-03-18,India,39726
2021-03-19,India,40953
2021-03-20,India,43846
2021-03-21,India,46951
2021-03-22,India,40715
2021-03-23,India,47262
2021-03-24,India,53476
2021-03-25,India,59118
2021-03-26,India,62258
2021-03-27,India,62714
2021-03-28,India,68020
2021-03-29,India,56211
2021-03-30,India,53480
2021-03-31,India,72330
2021-04-01,India,81466
2021-04-02,India,89129
2021-04-03,India,93249
2021-04-04,India,103558
2021-04-05,India,96982
2021-04-06,India,115736
2021-04-07,India,126789
2021-04-08,India,131968
2021-04-09,India,145384
2021-04-10,India,152879
2021-04-11,India,168912
2021-04-12,India,161736
2021-04-13,India,184372
2021-04-14,India,200739
2021-04-15,India,217353
2021-04-16,India,234692
2021-04-17,India,261394
2021-04-18,India,273802
2021-04-19,India,259167
2021-04-20,India,295158
2021-04-21,India,314644
2021-04-22,India,332921
2021-04-23,India,346786
2021-04-24,India,349691
2021-04-25,India,352991
2021-04-26,India,323023
2021-04-27,India,360927
2021-04-28,India,379308
2021-04-29,India,386555
2021-04-30,India,401993
2021-05-01,India,392488
2021-05-02,India,368060
2021-05-03,India,357316
2021-05-04,India,382146
2021-05-05,India,412431
2021-05-06,India,414188
2021-05-07,India,401078
2021-05-08,India,403405
2021-05-09,India,366494
2021-05-10,India,329942
2021-05-11,India,348421
2021-05-12,India,362727
2021-05-13,India,343144
2021-05-14,India,326098
2021-05-15,India,311170
2021-05-16,India,281386
2021-05-17,India,263533
2021-05-18,India,267334
2021-05-19,India,276110
2021-05-20,India,259551
2021-05-21,India,257299
2021-05-22,India,240842
2021-05-23,India,222315
2021-05-24,India,196427
2021-05-25,India,208921
2021-05-26,India,211298
2021-05-27,India,186364
2021-05-28,India,173790
2021-05-29,India,165553
2021-05-30,India,152734
2021-05-31,India,127510
2021-06-01,India,132788
2021-06-02,India,134154
2021-06-03,India,132364
2021-06-04,India,120529
2021-06-05,India,114460
2021-06-06,India,100636
2021-06-07,India,86498
2021-06-08,India,92596
2021-06-09,India,93463
2021-06-10,India,92291
2021-06-11,India,84332
2021-06-12,India,80834
2021-06-13,India,70421
2021-06-14,India,60471
2021-06-15,India,62224
2021-06-16,India,67208
2021-06-17,India,62480
2021-06-18,India,60753
2021-06-19,India,58226
2021-06-20,India,53449
2021-06-21,India,42640
2021-06-22,India,50848
2021-06-23,India,54069
2021-06-24,India,51667
2021-06-25,India,48698
2021-06-26,India,50040
2021-06-27,India,46148
2021-06-28,India,37566
2021-06-29,India,45951
2021-06-30,India,48786
2021-07-01,India,46617
2021-07-02,India,44111
2021-07-03,India,43071
2021-07-04,India,39796
2021-07-05,India,34703
2021-07-06,India,43733
2021-07-07,India,45892
2021-07-08,India,43393
2021-07-09,India,42766
2021-07-10,India,41506
2021-07-11,India,37154
2021-07-12,India,32906
2021-07-13,India,38865
2021-07-14,India,41733
2021-07-15,India,38949
2021-07-16,India,38079
2021-07-17,India,41157
2021-07-18,India,38164
2021-07-19,India,30093
2021-07-20,India,42015
2021-07-21,India,41383
2021-07-22,India,35342
2021-07-23,India,39097
2021-07-24,India,39742
2021-07-25,India,39361
2021-07-26,India,29689
2021-07-27,India,43654
2021-07-28,India,43509
2021-07-29,India,44230
2021-07-30,India,41649
2021-07-31,India,41831
2021-08-01,India,40134
2021-08-02,India,30549
2021-08-03,India,42625
2021-08-04,India,42982
2021-08-05,India,44643
2021-08-06,India,38628
2021-08-07,India,39070
2021-08-08,India,35499
2021-08-09,India,28204
2021-08-10,India,38353
2021-08-11,India,41195
2021-08-12,India,40120
2021-08-13,India,38667
2021-08-14,India,36083
2021-08-15,India,32937
2021-08-16,India,25166
2021-08-17,India,35178
2021-08-18,India,36401
2021-08-19,India,36571
2021-08-20,India,34457
2021-08-21,India,30948
2021-08-22,India,25072
2021-08-23,India,25467
2021-08-24,India,37593
2021-08-25,India,46164
2021-08-26,India,44658
2021-08-27,India,46759
2021-08-28,India,45083
2021-08-29,India,42909
2021-08-30,India,30941
2021-08-31,India,41965
2021-09-01,India,47092
2021-09-02,India,45352
2021-09-03,India,42618
2021-09-04,India,42766
2021-09-05,India,38948
2021-09-06,India,31222
2021-09-07,India,37875
2021-09-08,India,43263
2021-09-09,India,34973
2021-09-10,India,33376
2021-09-11,India,28591
2021-09-12,India,27254
2021-09-13,India,25404
2021-09-14,India,27176
2021-09-15,India,30570
2021-09-16,India,34403
2021-09-17,India,35662
2021-09-18,India,30773
2021-09-19,India,30256
2021-09-20,India,26115
2021-09-21,India,26964
2021-09-22,India,31923
2021-09-23,India,31382
2021-09-24,India,29616
2021-09-25,India,28326
2021-09-26,India,26041
2021-09-27,India,18795
2021-09-28,India,18870
2021-09-29,India,23529
2021-09-30,India,26727
2021-10-01,India,24354
2021-10-02,India,22842
2021-10-03,India,20799
2021-10-04,India,18346
2021-10-05,India,18833
2021-10-06,India,22431
2021-10-07,India,21257
2021-10-08,India,19740
2021-10-09,India,18166
2021-10-10,India,18132
2021-10-11,India,14313
2021-10-12,India,15823
2021-10-13,India,18987
2021-10-14,India,16862
2021-10-15,India,15981
2021-10-16,India,14146
2021-10-17,India,13596
2021-10-18,India,13058
2021-10-19,India,14623
2021-10-20,India,18454
2021-10-21,India,15786
2021-10-22,India,16326
2021-10-23,India,15906
2021-10-24,India,14306
2021-10-25,India,12428
2021-10-26,India,13451
2021-10-27,India,16156
2021-10-28,India,14348
2021-10-29,India,14313
2021-10-30,India,12830
2021-10-31,India,12514
2021-11-01,India,10423
2021-11-02,India,11903
2021-11-03,India,12885
2021-11-04,India,12729
2021-11-05,India,10929
2021-11-06,India,10826
2021-11-07,India,11478
2021-11-08,India,10126
2021-11-09,India,11466
2021-11-10,India,13091
2021-11-11,India,12516
2021-11-12,India,11850
2021-11-13,India,11271
2021-11-14,India,10229
2021-11-15,India,8865
2021-11-16,India,10197
2021-11-17,India,11919
2021-11-18,India,11106
2021-11-19,India,10302
2021-11-20,India,10488
2021-11-21,India,8488
2021-11-22,India,7579
2021-11-23,India,9283
2021-11-24,India,9119
2021-11-25,India,10549
2021-11-26,India,8318
2021-11-27,India,8774
2021-11-28,India,8309
2021-11-29,India,6990
2021-11-30,India,8954
2021-12-01,India,9765
2021-12-02,India,9216
2021-12-03,India,8603
2021-12-04,India,0
2021-12-05,India,17201
2021-12-06,India,6822
2021-12-07,India,8439
2021-12-08,India,9419
2021-12-09,India,8402
2021-12-10,India,7990
2021-12-11,India,7877
2021-12-12,India,7350
2021-12-13,India,5784
2021-12-14,India,6984
2021-12-15,India,7974
2021-12-16,India,7447
2021-12-17,India,0
2021-12-18,India,7145
2021-12-19,India,13644
2021-12-20,India,5326
2021-12-21,India,6317
2021-12-22,India,7495
2021-12-23,India,6650
2021-12-24,India,7189
2021-12-25,India,6987
2021-12-26,India,6531
2021-12-27,India,6358
2021-12-28,India,9195
2021-12-29,India,13154
2021-12-30,India,16764
2021-12-31,India,22775
2022-01-01,India,27553
2022-01-02,India,33750
2022-01-03,India,37379
2022-01-04,India,58097
2022-01-05,India,90928
2022-01-06,India,117100
2022-01-07,India,141986
2022-01-08,India,159632
2022-01-09,India,179723
2022-01-10,India,168063
2022-01-11,India,194720
2022-01-12,India,247417
2022-01-13,India,264202
2022-01-14,India,268833
2022-01-15,India,271202
2022-01-16,India,258089
2022-01-17,India,238018
2022-01-18,India,282970
2022-01-19,India,317532
2022-01-20,India,347254
2022-01-21,India,337704
2022-01-22,India,333533
2022-01-23,India,306064
2022-01-24,India,255874
2022-01-25,India,285914
2022-01-26,India,286384
2022-01-27,India,251209
2022-01-28,India,235532
2022-01-29,India,234281
2022-01-30,India,209918
2022-01-31,India,167059
2022-02-01,India,161386
2022-02-02,India,172433
2022-02-03,India,149394
2022-02-04,India,127952
2022-02-05,India,107474
2022-02-06,India,83876
2022-02-07,India,67597
2022-02-08,India,71365
2022-02-09,India,67084
2022-02-10,India,58077
2022-02-11,India,50407
2022-02-12,India,44877
2022-02-13,India,34113
2022-02-14,India,27409
2022-02-15,India,30615
2022-02-16,India,30757
2022-02-17,India,25920
2022-02-18,India,22270
2022-02-19,India,19968
2022-02-20,India,16051
2022-02-21,India,13405
2022-02-22,India,15102
2022-02-23,India,14148
2022-02-24,India,13166
2022-02-25,India,11499
2022-02-26,India,10273
2022-02-27,India,8013
2022-02-28,India,6915
2022-03-01,India,7554
2022-03-02,India,6561
2022-03-03,India,6396
2022-03-04,India,5921
2022-03-05,India,5476
2022-03-06,India,4362
2022-03-07,India,3993
2022-03-08,India,4575
2022-03-09,India,4184
2022-03-10,India,4194
2022-03-11,India,3614
2022-03-12,India,3116
2022-03-13,India,2503
2022-03-14,India,2568
2022-03-15,India,2876
2022-03-16,India,2539
2022-03-17,India,2528
2022-03-18,India,2075
2022-03-19,India,1761
2022-03-20,India,1549
2022-03-21,India,1581
2022-03-22,India,1778
2022-03-23,India,1938
2022-03-24,India,1685
2022-03-25,India,1660
2022-03-26,India,1421
2022-03-27,India,1270
2022-03-28,India,1259
2022-03-29,India,1233
2022-03-30,India,1225
2022-03-31,India,1335
2022-04-01,India,1260
2022-04-02,India,1096
2022-04-03,India,913
2022-04-04,India,795
2022-04-05,India,1086
2022-04-06,India,1033
2022-04-07,India,1109
2022-04-08,India,1150
2022-04-09,India,1054
2022-04-10,India,861
2022-04-11,India,796
2022-04-12,India,1088
2022-04-13,India,1007
2022-04-14,India,949
2022-04-15,India,975
2022-04-16,India,1150
2022-04-17,India,2183
2022-04-18,India,1247
2022-04-19,India,2067
2022-04-20,India,2380
2022-04-21,India,2451
2022-04-22,India,2527
2022-04-23,India,2593
2022-04-24,India,2541
2022-04-25,India,11
2022-04-26,India,5399
2022-04-27,India,3303
2022-04-28,India,3377
2022-04-29,India,3688
2022-04-30,India,3324
2022-05-01,India,3157
2022-05-02,India,2568
2022-05-03,India,3205
2022-05-04,India,3275
2022-05-05,India,3545
2022-05-06,India,3805
2022-05-07,India,3451
2022-05-08,India,3207
2022-05-09,India,2288
2022-05-10,India,2897
2022-05-11,India,2827
2022-05-12,India,2841
2022-05-13,India,2858
2022-05-14,India,2487
2022-05-15,India,2202
2022-05-16,India,1569
2022-05-17,India,1829
2022-05-18,India,2364
2022-05-19,India,2259
2022-05-20,India,2323
2022-05-21,India,2226
2022-05-22,India,2022
2022-05-23,India,1675
2022-05-24,India,2124
2022-05-25,India,2628
2022-05-26,India,2710
2022-05-27,India,2685
2022-05-28,India,2828
2022-05-29,India,2706
2022-05-30,India,2338
2022-05-31,India,2745
2022-06-01,India,3712
2022-06-02,India,4041
2022-06-03,India,3962
2022-06-04,India,4270
2022-06-05,India,4518
2022-06-06,India,3714
2022-06-07,India,5233
2022-06-08,India,7240
2022-06-09,India,7584
2022-06-10,India,8329
2022-06-11,India,8582
2022-06-12,India,8084
2022-06-13,India,6594
2022-06-14,India,8822
2022-06-15,India,12213
2022-06-16,India,12847
2022-06-17,India,13216
2022-06-18,India,12899
2022-06-19,India,12781
2022-06-20,India,9923
2022-06-21,India,12249
2022-06-22,India,13313
2022-06-23,India,17336
2022-06-24,India,15940
2022-06-25,India,11739
2022-06-26,India,17073
2022-06-27,India,11793
2022-06-28,India,14506
2022-06-29,India,18819
2022-06-30,India,17070
2022-07-01,India,17092
2022-07-02,India,16103
2022-07-03,India,16135
2022-07-04,India,13086
2022-07-05,India,16159
2022-07-06,India,18930
2022-07-07,India,18815
2022-07-08,India,18840
2022-07-09,India,18257
2022-07-10,India,16678
2022-07-11,India,13615
2022-07-12,India,16906
2022-07-13,India,20139
2022-07-14,India,20038
2022-07-15,India,20044
2022-07-16,India,20528
2022-07-17,India,16935
2022-07-18,India,15528
2022-07-19,India,18616
2022-07-20,India,23050
2022-07-21,India,22337
2022-07-22,India,21411
2022-07-23,India,20279
2022-07-24,India,16866
2022-07-25,India,14830
2022-07-26,India,18313
2022-07-27,India,20557
2022-07-28,India,20409
2022-07-29,India,20408
2022-07-30,India,19673
2022-07-31,India,16464
2022-08-01,India,13734
2022-08-02,India,17135
2022-08-03,India,19893
2022-08-04,India,20551
2022-08-05,India,19406
2022-08-06,India,18715
2022-08-07,India,0
2022-08-08,India,28941
2022-08-09,India,16047
2022-08-10,India,16299
2022-08-11,India,16561
2022-08-12,India,15815
2022-08-13,India,14092
2022-08-14,India,14917
2022-08-15,India,9330
2022-08-16,India,8545
2022-08-17,India,12608
2022-08-18,India,15754
2022-08-19,India,13272
2022-08-20,India,11539
2022-08-21,India,9531
2022-08-22,India,8586
2022-08-23,India,10649
2022-08-24,India,10725
2022-08-25,India,10256
2022-08-26,India,9520
2022-08-27,India,9436
2022-08-28,India,7591
2022-08-29,India,0
2022-08-30,India,0
2022-08-31,India,20616
2022-09-01,India,6168
2022-09-02,India,7219
2022-09-03,India,6809
2022-09-04,India,5910
2022-09-05,India,4417
2022-09-06,India,2799
2022-09-07,India,8975
2022-09-08,India,6093
2022-09-09,India,5554
2022-09-10,India,5076
2022-09-11,India,5221
2022-09-12,India,1783
2022-09-13,India,7694
2022-09-14,India,6422
2022-09-15,India,6298
2022-09-16,India,5747
2022-09-17,India,5664
2022-09-18,India,4858
2022-09-19,India,4043
2022-09-20,India,1922
2022-09-21,India,8031
2022-09-22,India,5383
2022-09-23,India,4912
2022-09-24,India,4777
2022-09-25,India,4129
2022-09-26,India,3230
2022-09-27,India,3615
2022-09-28,India,4272
2022-09-29,India,3947
2022-09-30,India,3805
2022-10-01,India,3375
2022-10-02,India,3011
2022-10-03,India,1968
2022-10-04,India,2426
2022-10-05,India,2571
2022-10-06,India,1997
2022-10-07,India,2797
2022-10-08,India,2756
2022-10-09,India,2424
2022-10-10,India,1957
2022-10-11,India,0
2022-10-12,India,5084
2022-10-13,India,2678
2022-10-14,India,2430
2022-10-15,India,2401
2022-10-16,India,2060
2022-10-17,India,1542
2022-10-18,India,1946
2022-10-19,India,2141
2022-10-20,India,2119
2022-10-21,India,2112
2022-10-22,India,1994
2022-10-23,India,1334
2022-10-24,India,862
2022-10-25,India,830
2022-10-26,India,1112
2022-10-27,India,2208
2022-10-28,India,1574
2022-10-29,India,1594
2022-10-30,India,1336
2022-10-31,India,1046
2022-11-01,India,1190
2022-11-02,India,98
2022-11-03,India,2439
2022-11-04,India,1082
2022-11-05,India,1132
2022-11-06,India,925
2022-11-07,India,0
2022-11-08,India,0
2022-11-09,India,0
2022-11-10,India,4517
2022-11-11,India,833
2022-11-12,India,729
2022-11-13,India,552
2022-11-14,India,466
2022-11-15,India,510
2022-11-16,India,635
2022-11-17,India,0
2022-11-18,India,1781
2022-11-19,India,492
2022-11-20,India,406
2022-11-21,India,294
2022-11-22,India,360
2022-11-23,India,408
2022-11-24,India,340
2022-11-25,India,394
2022-11-26,India,345
2022-11-27,India,291
2022-11-28,India,215
2022-11-29,India,274
2022-11-30,India,296
2022-12-01,India,275
2022-12-02,India,252
2022-12-03,India,226
2022-12-04,India,226
2022-12-05,India,164
2022-12-06,India,166
2022-12-07,India,241
2022-12-08,India,249
2022-12-09,India,210
2022-12-10,India,173
2022-12-11,India,0
2022-12-12,India,273
2022-12-13,India,152
2022-12-14,India,200
2022-12-15,India,162
2022-12-16,India,167
2022-12-17,India,176
2022-12-18,India,135
2022-12-19,India,112
2022-12-20,India,132
2022-12-21,India,185
2022-12-22,India,163
2022-12-23,India,201
2022-12-24,India,227
2022-12-25,India,187
2022-12-26,India,166
2022-12-27,India,188
2022-12-28,India,268
2022-12-29,India,243
2022-12-30,India,226
2022-12-31,India,265
2020-01-22,Pakistan,0
2020-01-23,Pakistan,0
2020-01-24,Pakistan,0
2020-01-25,Pakistan,0
2020-01-26,Pakistan,0
2020-01-27,Pakistan,0
2020-01-28,Pakistan,0
2020-01-29,Pakistan,0
2020-01-30,Pakistan,0
2020-01-31,Pakistan,0
2020-02-01,Pakistan,0
2020-02-02,Pakistan,0
2020-02-03,Pakistan,0
2020-02-04,Pakistan,0
2020-02-05,Pakistan,0
2020-02-06,Pakistan,0
2020-02-07,Pakistan,0
2020-02-08,Pakistan,0
2020-02-09,Pakistan,0
2020-02-10,Pakistan,0
2020-02-11,Pakistan,0
2020-02-12,Pakistan,0
2020-02-13,Pakistan,0
2020-02-14,Pakistan,0
2020-02-15,Pakistan,0
2020-02-16,Pakistan,0
2020-02-17,Pakistan,0
2020-02-18,Pakistan,0
2020-02-19,Pakistan,0
2020-02-20,Pakistan,0
2020-02-21,Pakistan,0
2020-02-22,Pakistan,0
2020-02-23,Pakistan,0
2020-02-24,Pakistan,0
2020-02-25,Pakistan,2
2020-02-26,Pakistan,0
2020-02-27,Pakistan,0
2020-02-28,Pakistan,2
2020-02-29,Pakistan,0
2020-03-01,Pakistan,0
2020-03-02,Pakistan,1
2020-03-03,Pakistan,0
2020-03-04,Pakistan,0
2020-03-05,Pakistan,1
2020-03-06,Pakistan,0
2020-03-07,Pakistan,0
2020-03-08,Pakistan,0
2020-03-09,Pakistan,10
2020-03-10,Pakistan,3
2020-03-11,Pakistan,1
2020-03-12,Pakistan,8
2020-03-13,Pakistan,3
2020-03-14,Pakistan,22
2020-03-15,Pakistan,83
2020-03-16,Pakistan,100
2020-03-17,Pakistan,63
2020-03-18,Pakistan,155
2020-03-19,Pakistan,47
2020-03-20,Pakistan,229
2020-03-21,Pakistan,46
2020-03-22,Pakistan,99
2020-03-23,Pakistan,97
2020-03-24,Pakistan,91
2020-03-25,Pakistan,138
2020-03-26,Pakistan,172
2020-03-27,Pakistan,122
2020-03-28,Pakistan,102
2020-03-29,Pakistan,120
2020-03-30,Pakistan,221
2020-03-31,Pakistan,180
2020-04-01,Pakistan,303
2020-04-02,Pakistan,265
2020-04-03,Pakistan,132
2020-04-04,Pakistan,339
2020-04-05,Pakistan,609
2020-04-06,Pakistan,269
2020-04-07,Pakistan,228
2020-04-08,Pakistan,226
2020-04-09,Pakistan,206
2020-04-10,Pakistan,316
2020-04-11,Pakistan,219
2020-04-12,Pakistan,266
